item_id,order_id,product_id,quantity,unit_price,discount_percent
808,38,65,4,4023.54,80.5
809,184,39,3,217.78,62.3
810,1161,117,5,2024.84,71.6
811,1233,48,7,3849.08,7.4
812,1274,122,3,6140.66,46.0
813,633,52,7,7494.16,94.1
814,1185,86,2,3119.63,30.9
815,775,70,3,1352.46,58.6
816,1150,119,5,7381.12,48.0
817,634,23,7,6123.87,49.6
818,833,63,7,2845.71,69.1
819,382,119,6,1673.52,58.9
820,102,95,8,4566.92,35.8
821,614,61,8,2863.14,16.2
822,806,90,2,7337.7,62.1
823,454,79,5,2458.44,33.0
824,1245,63,5,2512.28,12.1
825,1385,144,5,1888.68,88.1
826,1179,137,3,2692.69,42.0
827,355,30,5,7741.97,99.8
828,846,95,8,2480.73,85.2
829,887,78,6,6887.23,12.6
830,729,28,7,4926.41,56.7
831,803,49,3,6923.82,33.3
832,1175,56,6,6732.7,96.4
833,457,139,2,2456.92,25.9
834,69,64,6,7132.97,19.0
835,1463,53,4,2194.47,20.8
836,1334,81,7,6427.87,39.6
837,1358,125,3,6050.78,95.9
838,468,138,8,2181.62,99.4
839,690,41,6,6539.03,61.0
840,1175,28,4,1311.21,79.3
841,252,110,4,273.54,19.7
842,646,64,8,3556.56,42.7
843,1139,67,1,1763.81,7.8
844,939,18,8,2239.74,91.8
845,900,106,1,7665.13,66.2
846,1015,83,5,5864.21,95.8
847,1311,139,5,6676.0,93.6
848,132,47,4,1317.28,67.8
849,1460,66,3,7650.7,78.2
850,267,22,3,5054.89,45.1
851,852,13,2,3717.33,51.4
852,310,91,2,6612.6,29.1
853,225,127,2,2089.37,35.5
854,335,6,2,3988.62,38.8
855,1324,98,6,992.6,17.6
856,907,5,4,111.91,54.0
857,341,3,5,4117.74,58.0
858,1397,115,6,4109.15,34.9
859,649,107,8,1535.11,42.7
860,36,108,4,4034.26,31.9
861,323,39,2,761.35,81.0
862,647,53,5,6931.01,92.9
863,608,47,7,5380.16,81.2
864,399,53,1,5339.64,62.4
865,322,17,2,6825.53,4.4
866,231,96,2,7603.08,17.3
867,225,136,3,4332.71,99.1
868,88,100,6,3176.76,98.9
869,671,100,3,7466.26,44.2
870,607,47,7,6016.58,77.5
871,131,12,2,3545.34,14.5
872,1164,29,5,1813.97,97.3
873,1179,135,2,1312.05,76.0
874,840,6,2,1673.38,73.5
875,387,25,3,2847.9,19.7
876,4,91,1,6495.94,27.0
877,816,137,3,4965.96,66.0
878,424,129,7,3545.57,24.4
879,1301,30,7,1710.39,81.5
880,389,40,7,2057.87,55.2
881,716,48,3,4909.31,9.9
882,41,104,8,600.08,47.7
883,1301,138,8,443.25,75.6
884,240,118,2,2054.16,7.5
885,1019,46,2,4678.49,53.3
886,788,44,1,1290.33,39.1
887,333,88,6,2657.01,20.4
888,1187,6,6,3537.73,63.6
889,897,147,8,6142.17,41.2
890,721,147,7,4470.64,59.5
891,947,63,5,4121.57,80.3
892,780,75,5,5076.32,20.6
893,670,44,1,6359.45,16.7
894,1233,16,2,1395.81,14.0
895,1106,147,1,4323.67,25.3%
896,971,68,4,2706.05,30.5
897,27,13,2,6937.4,1.5
898,1222,92,1,5789.61,76.0
899,898,139,-4,2923.75,29.3
900,967,42,5,4070.96,48.0
901,98,60,7,346.72,63.1
902,1363,88,5,7754.54,13.2
903,259,30,7,6566.15,37.4
904,371,32,6,3545.88,47.8
905,984,100,1,5118.1,66.0
906,475,137,5,2672.87,59.7
907,1437,15,4,746.5,13.7
908,968,61,1,5301.46,94.7
909,710,143,3,1340.72,77.2
910,287,81,6,2665.32,18.1
911,107,136,2,2688.76,36.8
912,440,92,1,2140.78,45.4
913,244,92,3,5881.22,85.3
914,474,126,5,3729.75,26.0
915,1320,134,1,1820.41,8.3
916,357,123,3,3848.03,53.5
917,1417,79,8,4483.33,18.4
918,208,132,7,7420.0,72.9
919,776,42,2,1585.13,27.9
920,771,111,7,2552.09,21.0
921,1091,142,5,4915.77,57.5
922,1443,22,6,4297.2,23.4
923,1059,77,7,2371.17,65.1
924,1455,147,8,4532.22,87.7
925,1196,119,6,4194.67,11.1
926,30,85,2,4369.54,63.9
927,328,134,5,2696.98,9.9
928,890,138,7,1539.58,21.8
929,690,148,2,4917.06,98.6
930,342,27,1,6379.92,65.7
931,766,23,8,2593.42,56.0
932,653,50,6,263.27,72.2
933,1091,33,3,5980.86,12.2
934,1088,84,8,2589.68,12.1
935,424,103,2,437.46,32.8
936,901,21,2,6381.09,53.1
937,1443,2,4,4836.71,56.8
938,923,64,6,7814.92,84.2
939,237,26,2,6581.25,23.9
940,996,47,7,5462.86,4.3
941,511,76,-8,4796.56,99.7
942,215,119,3,2113.61,6.9
943,765,32,6,4329.76,81.8
944,428,109,1,109.66,49.0
945,1186,59,3,909.34,63.4
946,1351,1,6,4645.22,57.5
947,719,29,3,6879.75,93.8
948,403,6,4,4347.34,89.3
949,1477,9,7,7882.44,78.9
950,908,92,4,4080.63,52.3
951,18,4,4,2343.32,47.5
952,811,35,2,4149.94,63.7
953,175,9,6,412.2,26.2
954,1212,70,6,2221.39,27.9
955,989,80,2,3032.73,78.1
956,1143,122,2,1239.17,27.7
957,1016,77,3,6937.85,57.4
958,1093,14,3,6675.82,69.4
959,818,115,1,3509.81,68.8
960,849,35,3,6254.38,3.2
961,62,16,2,7671.65,58.3
962,946,23,2,7646.99,56.3
963,85,131,4,3666.62,16.0
964,1454,72,8,4015.35,18.6
965,13,117,7,976.58,16.7
966,270,48,5,7867.68,14.5
967,291,5,6,221.63,34.2
968,375,108,5,6402.91,47.4
969,1142,7,6,1131.34,40.9
970,218,148,3,5567.13,58.4
971,1440,74,2,4693.39,84.2
972,777,16,7,6350.19,90.8
973,182,145,1,3703.87,2.4
974,1170,136,2,4995.72,56.7
975,551,131,4,5040.09,83.4
976,562,111,7,408.67,15.8
977,304,4,3,1428.56,99.8
978,510,75,0,1744.28,21.8
979,185,32,7,4936.27,0.3
980,1286,39,5,282.83,95.5
981,1489,118,4,7477.17,74.2
982,1122,109,1,5891.14,30.0
983,568,57,8,420.98,2.3
984,175,82,4,5811.8,24.4
985,633,39,2,3018.1,25.9
986,846,106,1,6798.13,1.2
987,829,111,1,4640.56,59.7
988,1447,139,8,562.63,13.8
989,3,39,2,1188.4,22.2
990,466,92,7,4056.3,7.0
991,1270,25,4,7451.36,34.4
992,671,89,3,4436.72,68.7
993,542,110,1,3240.9,88.3
994,360,52,-7,4536.31,52.2
995,1091,96,3,5054.46,6.9
996,530,80,1,6036.3,22.4
997,1299,77,7,2513.15,17.8
998,1282,53,7,5014.11,33.3
999,347,42,5,1955.54,55.8
1000,1044,101,6,1097.12,45.9
1001,157,114,7,2873.55,69.9
1002,1357,41,7,6864.45,27.0
1003,990,78,1,388.35,97.5
1004,775,141,3,2247.81,20.9
1005,336,92,3,2756.6,63.7
1006,254,26,5,7762.18,66.0
1007,629,58,8,734.43,14.7
1008,568,81,6,4053.5,86.4
1009,90,47,7,3300.7,86.6
1010,61,31,2,2556.92,65.7
1011,1462,130,7,7613.39,42.4
1012,1213,13,7,1388.93,100.0
1013,220,128,2,7513.03,21.0
1014,795,40,2,5252.63,41.5
1015,1303,120,6,6034.92,5.1
1016,340,31,6,5066.62,7.7
1017,959,15,1,4275.03,86.7
1018,317,34,4,935.69,2.7
1019,406,125,4,4745.82,98.8
1020,588,141,6,7038.62,56.0
1021,1334,66,1,2994.06,35.2
1022,1199,10,5,1784.97,39.5
1023,907,92,7,4456.74,84.7
1024,291,23,2,2042.67,85.0
1025,20,56,6,3311.92,29.8
1026,434,29,4,7644.43,64.9
1027,871,20,4,6856.71,50.3
1028,1463,141,1,1264.14,36.8
1029,635,141,7,6374.08,23.1
1030,319,126,2,6579.46,88.0
1031,281,140,7,3832.42,55.2
1032,1038,26,2,2703.17,9.8
1033,466,99,6,6847.25,63.9
1034,948,120,1,3537.54,73.8
1035,787,68,3,903.79,46.1
1036,468,136,8,1916.05,66.5
1037,1376,47,1,2442.4,7.3
1038,924,48,7,2725.41,77.1
1039,295,123,5,3486.03,13.6
1040,1417,36,2,7550.33,20.8
1041,1376,8,6,4279.21,72.2
1042,759,61,5,7949.82,59.1
1043,857,22,-5,5529.7,94.4
1044,843,116,6,7617.2,77.7
1045,158,81,1,7066.5,50.0
1046,267,117,1,2151.41,84.5
1047,952,95,4,1485.99,64.3
1048,1113,96,8,3985.38,42.3
1049,871,53,2,3292.77,55.3
1050,1165,141,1,1515.45,3.0
1051,1119,7,1,2202.51,67.9
1052,913,11,2,6099.84,92.2
1053,573,97,6,2400.52,19.8
1054,1138,2,4,3580.5,56.3
1055,1493,141,4,3241.82,93.0
1056,370,139,6,5931.46,22.5
1057,880,16,2,6595.75,22.2
1058,1320,78,3,3675.24,64.6
1059,1036,140,6,2191.72,74.9
1060,92,140,0,6010.65,99.4
1061,160,96,1,4563.85,84.2
1062,322,90,5,357.34,25.9
1063,1336,85,4,7663.5,24.5
1064,1399,9,6,4983.72,72.9
1065,503,50,4,6523.96,80.9
1066,1156,138,3,7361.18,59.2
1067,683,101,4,6330.42,75.3
1068,406,20,6,4956.83,95.1
1069,550,24,8,2295.06,6.6
1070,470,26,4,7889.27,9.8
1071,1042,103,8,1112.06,42.4
1072,469,7,5,1220.75,2.5
1073,392,43,1,5960.43,53.3
1074,286,26,2,6894.47,35.5
1075,535,120,2,490.02,85.1
1076,521,83,3,6893.76,15.3
1077,1299,98,2,7756.1,30.3
1078,1265,15,4,6084.67,58.9
1079,1032,92,3,5357.55,96.0
1080,353,5,4,7784.02,32.1
1081,654,96,5,4717.56,16.8
1082,376,91,2,4488.05,17.3
1083,370,4,7,2469.02,17.2
1084,24,4,2,1383.95,92.2
1085,702,14,7,3602.73,13.4
1086,103,22,6,3869.99,28.5
1087,1213,57,4,4356.07,17.8
1088,657,103,7,3416.99,2.1
1089,801,73,5,6012.06,83.1
1090,868,24,4,2896.51,1.5
1091,841,30,8,6873.38,67.3
1092,1466,26,1,2145.9,71.3
1093,796,134,7,2372.87,91.5
1094,599,47,6,7356.83,3.2
1095,41,23,1,6489.93,47.3
1096,912,79,8,1462.24,69.7
1097,1027,100,5,4020.06,21.9
1098,776,36,5,185.16,35.9
1099,1338,4,7,5536.89,17.3
1100,188,101,1,7007.74,62.6
1101,160,68,5,4866.91,83.5
1102,1071,68,7,5215.59,41.1
1103,720,107,5,5849.16,8.2
1104,138,95,5,1137.85,87.7
1105,928,122,5,3044.86,51.8
1106,1152,99,3,6238.86,30.8
1107,508,114,1,3353.99,88.2
1108,829,121,5,2040.61,2.7
1109,576,21,2,5905.67,42.1
1110,96,100,1,5211.64,43.1
1111,1032,124,8,1714.37,68.0
1112,1170,36,-7,6410.68,63.8
1113,1117,103,3,563.59,64.8
1114,1385,4,-8,1575.87,6.1
1115,1161,138,8,4692.7,76.7
1116,950,24,3,3407.57,32.3
1117,598,41,8,4317.76,82.2
1118,487,84,1,4330.94,95.4
1119,921,7,5,5569.4,11.3
1120,1087,42,7,2785.83,53.9
1121,1421,20,5,5965.74,27.8
1122,556,57,8,3824.66,86.0
1123,518,53,2,4681.2,75.6
1124,112,40,3,835.91,0.1
1125,135,117,7,7050.7,20.4
1126,613,135,3,4845.04,41.5
1127,1158,48,6,6820.21,45.8
1128,789,29,8,3409.69,0.2
1129,246,117,3,1146.21,55.7
1130,448,84,1,7954.7,42.1
1131,167,46,7,2099.35,99.8
1132,836,5,1,5329.2,65.8
1133,925,104,2,1860.35,36.4
1134,273,79,1,6112.26,0.1
1135,753,72,1,6136.38,25.6
1136,722,146,1,6633.85,27.2
1137,261,60,8,3018.57,93.9
1138,265,96,7,3762.38,77.5
1139,526,48,5,7299.83,88.7
1140,1166,95,7,4553.04,12.9
1141,317,81,7,3077.95,98.5
1142,924,48,4,5904.95,86.5
1143,516,64,6,2478.75,24.7
1144,21,8,2,5993.68,97.6
1145,1264,18,1,492.4,97.9
1146,243,5,5,6837.97,87.1
1147,1256,139,4,2639.04,90.1
1148,24,85,7,3131.58,16.0
1149,1247,27,3,2760.99,23.2
1150,70,95,5,1088.31,93.8
1151,837,105,7,772.88,65.9
1152,595,2,2,2732.32,48.0
1153,398,124,5,3976.94,12.1
1154,717,16,6,509.46,49.0
1155,1196,19,4,6118.18,17.9
1156,636,71,4,3731.01,19.0
1157,264,58,8,6259.87,49.3
1158,1246,19,6,7090.35,69.2
1159,1347,43,8,5535.68,85.3
1160,1043,1,6,1621.43,25.6
1161,1472,101,6,5858.47,80.8
1162,24,81,6,7382.42,4.7
1163,510,140,4,5762.91,31.9
1164,1498,11,3,290.66,20.9
1165,44,114,4,4397.51,39.9
1166,1453,53,1,4903.84,33.8
1167,540,6,4,3398.44,20.0
1168,88,44,1,3950.32,50.6
1169,578,57,1,4835.93,61.5
1170,1134,87,2,7292.7,81.1
1171,932,41,1,2003.65,65.8
1172,571,76,-3,7249.37,67.8
1173,403,21,8,547.97,53.2
1174,863,125,8,5992.59,82.3
1175,745,60,7,3318.82,24.8
1176,919,2,1,5944.92,30.1
1177,489,112,4,482.51,92.8
1178,1278,140,1,4294.12,64.1
1179,60,37,-2,446.03,11.8
1180,958,94,6,2777.83,68.9
1181,89,35,4,6612.6,96.9
1182,1210,36,8,3994.67,29.5
1183,255,143,1,7704.89,28.2
1184,580,85,1,4429.39,38.9
1185,108,81,7,1426.2,79.4
1186,63,115,7,6511.78,10.3
1187,129,94,1,1318.68,42.2
1188,185,109,-6,1672.48,0.4
1189,619,20,8,526.35,52.7
1190,749,55,4,3594.47,26.5
1191,1173,21,2,7517.86,91.8
1192,253,142,7,2472.72,71.9
1193,15,96,4,4897.46,26.4
1194,1111,68,8,2018.81,74.6
1195,445,49,4,892.07,18.6
1196,593,67,3,3884.56,78.6
1197,943,97,1,1153.63,24.0
1198,693,37,3,7355.72,62.2
1199,387,59,1,271.36,9.4
1200,1246,3,3,1778.1,29.7
1201,907,83,8,764.42,84.3
1202,806,73,7,648.58,55.1
1203,1010,116,4,6210.31,43.2
1204,823,77,8,695.91,88.7
1205,1259,81,-8,127.25,55.9
1206,1451,77,3,1168.65,28.8
1207,343,110,1,246.17,64.8
1208,502,104,8,7415.43,84.2
1209,538,106,4,2918.96,84.7
1210,1203,147,2,2588.98,48.6
1211,1447,130,8,5693.73,84.2
1212,1356,54,7,7121.08,81.4
1213,781,26,3,3548.5,21.6
1214,214,85,3,4727.22,93.5
1215,1432,42,5,2086.67,0.4
1216,1305,42,3,7780.14,70.3
1217,264,53,6,4081.72,49.2
1218,1070,13,8,3916.32,33.0
1219,1178,138,7,1679.44,72.3
1220,793,50,5,2664.08,42.8
1221,1113,16,4,6878.83,44.5
1222,1402,130,3,1146.03,9.9
1223,1011,91,7,5357.53,52.3
1224,1068,107,2,3815.06,27.5
1225,526,78,3,663.2,38.3
1226,413,136,5,4931.82,93.3
1227,1496,17,7,234.21,77.6
1228,435,132,-8,1632.49,88.2
1229,1247,72,7,5580.12,73.1
1230,993,148,2,195.72,77.0
1231,1079,4,8,7921.26,55.5
1232,1044,4,5,1716.69,75.4
1233,1124,12,6,1859.9,25.1
1234,91,60,3,1431.83,61.7
1235,960,49,2,7802.16,14.0
1236,743,94,5,4551.82,44.0
1237,413,1,2,7204.9,73.8
1238,1169,108,3,5166.96,87.4
1239,772,72,3,1429.69,89.2
1240,6,99,3,2411.03,51.6
1241,1085,24,7,5291.91,64.2
1242,849,141,8,6253.62,88.6
1243,1280,129,1,1960.98,46.0
1244,878,81,1,1901.19,67.9
1245,915,53,5,5058.73,44.8
1246,1116,139,6,6349.39,42.1
1247,1143,53,1,3755.87,6.6
1248,540,141,5,6120.63,62.7
1249,1216,103,8,6903.83,95.9
1250,1120,26,2,6312.18,60.3
1251,275,7,3,4366.16,64.4
1252,1201,34,-8,5750.62,85.0
1253,1447,131,4,4483.21,38.8
1254,943,131,7,3687.56,4.6
1255,998,114,7,6933.75,99.7
1256,1295,11,4,6734.93,65.8
1257,456,133,6,2924.06,64.4
1258,638,17,5,453.23,36.8
1259,661,13,5,5246.07,70.2
1260,153,10,4,999.26,62.8
1261,1286,69,8,3626.63,5.3
1262,475,109,6,3354.91,47.3
1263,1022,130,7,624.51,21.8
1264,1371,38,4,7564.74,36.6
1265,182,85,8,7697.68,77.4
1266,764,18,6,5176.01,99.6
1267,615,75,6,2054.77,43.3
1268,581,22,7,3171.33,72.7
1269,331,43,8,7439.79,11.5
1270,467,77,2,4559.9,7.2
1271,922,74,5,7125.94,70.5
1272,495,52,1,6501.88,85.9
1273,1199,99,1,6836.66,34.8
1274,848,112,3,3383.37,45.2
1275,276,33,-2,5998.18,91.5
1276,897,109,3,2222.45,58.8
1277,307,78,4,4975.86,1.6
1278,938,78,5,2420.75,61.7
1279,505,126,7,2526.64,86.9
1280,1298,86,3,4718.0,75.0
1281,612,12,6,1543.39,68.5
1282,686,88,1,6363.22,81.4
1283,1126,103,2,6670.77,78.2
1284,136,65,8,4333.96,57.3
1285,733,24,6,5596.48,37.4
1286,1410,3,2,3718.11,51.7
1287,1431,136,-5,2026.5,49.6
1288,173,84,6,5812.38,53.6
1289,996,141,2,3521.76,53.5
1290,931,14,2,4959.6,40.5
1291,1478,19,7,118.17,86.4
1292,1029,111,6,5970.06,1.2
1293,591,25,6,2747.58,69.5
1294,1206,145,2,3289.35,48.0
1295,278,35,-3,3274.18,89.3
1296,774,36,5,1933.65,97.7
1297,629,54,1,4950.2,4.6
1298,440,41,4,5169.76,36.4
1299,1026,103,4,6675.99,41.2
1300,396,69,5,3597.48,79.3
1301,1281,63,3,4708.41,35.7
1302,189,86,5,5038.18,17.7
1303,799,41,3,3293.85,81.4
1304,757,57,6,4136.09,62.0
1305,807,112,4,3029.87,28.9
1306,1181,142,6,4533.42,69.9
1307,309,77,6,1700.13,91.1
1308,1281,141,2,5163.53,86.3
1309,1184,7,4,5308.85,41.1
1310,1119,20,7,4353.36,29.6
1311,403,119,7,5423.11,50.0
1312,9,25,-2,6470.58,47.4
1313,1499,71,5,3907.59,55.4
1314,906,102,4,7834.46,39.8
1315,608,89,3,1238.78,57.8
1316,1292,77,7,4823.0,46.0
1317,848,99,1,2171.89,84.6
1318,448,85,5,3338.98,99.0
1319,822,64,4,7651.87,10.7
1320,1364,108,5,6059.37,19.5
1321,1416,68,8,5516.64,53.3
1322,1115,24,2,6933.3,49.4
1323,639,42,2,4668.9,71.0
1324,68,19,1,7065.43,85.3
1325,620,142,1,7642.71,77.0
1326,1375,25,5,1755.29,19.7
1327,203,23,8,887.55,92.1
1328,278,78,8,6283.26,9.8
1329,272,137,0,7768.13,52.1
1330,894,122,8,1180.07,48.5
1331,1305,128,6,3486.76,60.5
1332,311,31,5,7888.4,12.2
1333,1359,111,6,5708.89,8.2
1334,1018,80,3,2100.84,34.4
1335,1224,71,-2,2335.67,72.1
1336,218,106,6,4102.8,98.2
1337,299,48,6,5340.92,40.2
1338,531,98,8,1332.89,40.4
1339,11,97,1,755.72,85.9
1340,1307,106,7,6320.88,51.2%
1341,16,121,7,2248.35,97.2
1342,1131,38,7,979.43,35.1
1343,1242,106,3,204.05,27.8
1344,764,27,5,408.21,75.1
1345,908,38,2,334.64,85.3
1346,1435,93,3,1136.89,82.6
1347,150,7,8,6097.45,52.4
1348,259,131,5,6947.1,94.3
1349,1128,10,2,3809.29,41.0
1350,1146,7,3,4488.18,61.0
1351,1472,114,4,1011.73,14.6
1352,662,89,5,6593.95,40.2
1353,2,108,8,2517.88,76.8
1354,773,18,7,2454.49,89.4
1355,818,82,1,2000.68,45.2
1356,287,92,3,1859.1,66.4
1357,815,76,4,1636.17,72.3
1358,578,48,5,4041.29,90.9%
1359,1453,33,4,1475.46,30.1
1360,940,73,5,2048.14,87.3
1361,490,55,1,4548.49,37.9
1362,660,138,4,2769.7,60.0
1363,1414,24,3,2308.32,91.2
1364,951,139,8,7615.1,60.0
1365,11,102,3,2001.83,17.6
1366,93,78,4,6037.04,97.1
1367,434,96,-6,3402.1,67.1
1368,700,111,4,4869.25,0.2
1369,755,91,2,2790.05,71.6
1370,705,56,-5,7980.26,81.2
1371,584,85,3,3142.06,62.8
1372,723,51,7,6719.15,44.4
1373,363,121,2,7794.88,42.8
1374,113,105,7,4646.44,55.4
1375,1393,114,2,1331.45,24.6
1376,253,139,1,5097.63,20.4
1377,849,57,6,1190.67,81.9
1378,929,87,8,1302.55,31.2
1379,532,112,4,7272.12,14.9
1380,1097,67,6,6826.51,38.0
1381,431,135,2,6431.43,49.7
1382,877,101,3,2270.85,87.1
1383,375,72,5,6364.83,22.0
1384,791,121,6,6481.61,24.9
1385,1451,95,7,2418.69,42.6
1386,670,99,-2,1190.91,0.6
1387,1457,127,6,5410.13,86.6
1388,552,36,3,2624.66,2.2
1389,402,75,2,3552.98,78.3
1390,707,127,8,5547.63,85.5
1391,472,136,8,1018.12,52.0
1392,911,40,3,5477.01,94.7
1393,912,4,1,2230.84,6.4
1394,9,29,7,5400.13,84.9
1395,1385,133,2,6620.99,2.7
1396,436,109,5,3162.82,25.3
1397,1022,22,8,7581.27,51.0
1398,1228,35,4,5156.91,25.3
1399,536,95,1,3412.52,56.8
1400,680,75,2,3056.18,82.5
1401,100,56,7,7207.08,71.5
1402,1043,88,1,583.88,6.1
1403,636,118,2,1608.36,63.4
1404,782,73,6,432.3,63.9
1405,948,27,8,3661.34,26.2
1406,750,133,7,4514.16,70.3
1407,899,92,7,7824.35,11.3
1408,1099,54,4,618.82,87.0
1409,757,64,6,4359.04,58.8
1410,820,37,6,4670.17,59.3
1411,872,110,2,3907.62,56.0
1412,323,119,8,6536.82,77.6
1413,1455,16,3,4780.96,81.1
1414,957,49,3,3027.87,30.0
1415,459,143,1,3828.02,88.6
1416,1027,75,3,3806.23,92.0
1417,18,114,3,3897.78,50.4
1418,444,14,2,1218.29,85.8
1419,1458,110,6,6591.04,66.2
1420,825,117,2,3850.42,37.6
1421,33,5,7,5815.09,37.8
1422,402,118,6,6733.05,94.5
1423,28,118,4,6718.53,57.9
1424,1202,30,1,5406.92,42.1
1425,859,3,2,5987.25,9.6
1426,689,117,1,2854.33,57.2
1427,581,147,4,4053.11,20.7
1428,1298,100,7,2091.98,24.2
1429,285,105,5,1330.55,87.7
1430,341,128,7,1221.7,39.3
1431,1361,13,3,371.62,88.1
1432,427,37,2,6340.29,32.0
1433,481,82,8,5248.45,73.0
1434,120,15,7,3112.98,71.3
1435,635,137,1,4801.99,23.5
1436,1230,47,1,7592.01,33.6
1437,856,101,1,7395.35,70.6
1438,1065,18,3,4143.58,81.1
1439,8,89,6,4619.42,78.0
1440,501,3,4,7983.14,3.6
1441,256,79,7,3638.13,50.4
1442,213,104,3,3847.53,40.8
1443,1112,56,8,876.52,49.5
1444,1311,42,7,4255.12,66.5
1445,23,146,8,1355.43,42.5
1446,1234,138,4,7601.86,99.0
1447,977,123,1,2010.52,31.8
1448,1141,95,8,4865.77,49.6
1449,794,85,1,7355.8,94.1
1450,812,90,8,652.77,82.3
1451,1335,93,2,5221.47,84.2
1452,1007,90,-1,2168.93,59.4
1453,308,88,8,5176.23,77.4
1454,823,89,1,6701.34,3.6
1455,788,44,3,6822.76,40.8
1456,789,109,-1,5147.62,2.0
1457,51,84,3,3664.74,23.9
1458,753,105,8,6473.4,76.3
1459,764,57,8,4387.73,49.3
1460,725,132,5,3108.46,42.9
1461,724,141,4,4102.74,78.7
1462,493,40,7,6673.79,21.6
1463,500,41,1,3834.82,52.5
1464,882,87,7,1825.7,82.9
1465,359,137,1,6344.52,31.9
1466,1236,51,5,6599.58,5.1
1467,1301,89,1,7325.96,49.0
1468,1386,34,1,601.14,13.8
1469,133,36,1,5297.68,95.9
1470,678,49,8,5524.65,68.5
1471,342,103,2,894.51,14.2
1472,1368,89,6,2187.12,55.1
1473,701,21,2,4017.69,52.9
1474,193,21,5,423.72,60.4
1475,65,107,8,2817.76,35.7
1476,288,23,3,950.46,45.6
1477,208,45,6,3443.11,72.2
1478,1273,16,-7,1036.37,97.6
1479,689,19,7,6674.84,24.0
1480,293,33,7,2555.04,3.2
1481,1088,143,7,889.67,17.3
1482,497,103,1,7492.5,65.8
1483,966,93,5,1243.55,17.6
1484,585,67,6,4890.39,6.4
1485,174,10,4,5687.26,64.7
1486,1198,30,3,3920.79,67.8
1487,1043,29,8,6279.85,34.0
1488,201,106,7,5974.75,73.1
1489,56,92,4,6316.09,44.3
1490,1493,21,3,3949.86,44.2
1491,1324,97,6,2265.9,5.1
1492,349,81,4,370.3,21.3
1493,422,70,7,1978.14,77.9
1494,869,139,7,2849.09,62.5
1495,643,26,2,6657.83,66.5
1496,1121,44,4,894.35,31.1
1497,793,134,6,6190.49,74.0
1498,177,123,2,1855.88,84.1
1499,378,12,4,3780.27,51.0
1500,936,30,-1,2130.14,71.7
1501,214,47,7,6983.76,2.8
1502,1317,78,4,739.32,11.0
1503,1229,48,6,4883.51,14.2
1504,1025,107,8,3569.61,73.4
1505,903,140,3,2899.57,10.7
1506,587,12,4,4005.91,45.9
1507,619,77,3,5276.69,71.7
1508,853,25,7,3451.68,147.6
1509,864,54,5,3059.29,29.6
1510,990,6,7,2076.99,31.3
1511,1313,59,4,7694.2,0.3
1512,1448,30,7,722.19,34.5
1513,1405,38,3,2705.66,22.3
1514,1099,30,2,1113.43,15.7
1515,1077,134,8,7573.4,65.2
1516,277,28,5,2350.39,61.4
1517,1133,137,8,6843.97,79.1
1518,1448,81,2,174.36,7.7
1519,722,115,7,3322.68,82.9
1520,1039,19,3,916.51,59.7
1521,803,136,2,4251.89,69.0
1522,387,44,3,1736.73,82.3
1523,1258,135,2,5559.32,42.2
1524,335,92,6,6798.29,31.0
1525,1393,81,5,4077.82,34.2
1526,701,28,2,7993.61,21.8
1527,521,127,8,4841.57,74.0
1528,249,139,7,939.72,70.3
1529,479,25,7,2928.26,9.8
1530,1355,87,6,4864.55,0.9
1531,569,9,1,5326.65,36.2
1532,858,103,3,5124.8,89.2
1533,279,31,2,7707.63,47.0
1534,350,70,8,7799.51,70.6
1535,504,48,2,6356.11,72.2
1536,345,76,4,213.89,89.2
1537,1429,79,5,343.46,69.3
1538,689,107,8,7510.04,11.8
1539,134,50,-5,2351.56,30.9
1540,115,131,8,5126.67,30.0
1541,1263,69,3,7224.36,78.0
1542,887,95,3,1485.88,63.4
1543,134,139,7,4601.79,23.4
1544,305,76,4,5006.78,23.0
1545,1060,138,1,4147.86,18.8
1546,1254,66,4,3833.85,10.3
1547,1271,35,1,2959.57,28.8
1548,1146,134,6,1713.2,82.1
1549,1240,109,6,7377.19,84.4
1550,1126,134,5,859.4,86.2
1551,563,73,-4,6405.54,34.0
1552,837,28,7,3525.74,45.0
1553,535,113,8,275.77,86.3
1554,918,27,2,1797.65,52.4
1555,41,25,6,3408.77,117.6
1556,754,112,7,4547.5,72.3
1557,837,148,-6,7418.18,32.4
1558,891,19,4,1172.14,71.2
1559,267,85,8,1425.77,33.1
1560,771,78,1,2001.67,32.4
1561,1146,14,2,2070.01,64.7
1562,290,113,7,1843.8,72.0
1563,302,126,7,6471.45,115.4
1564,398,109,8,3851.3,89.2
1565,1472,63,4,1769.15,59.5
1566,1463,13,4,7707.73,19.6
1567,355,106,8,7098.68,30.1
1568,1240,126,3,3611.52,31.3
1569,585,129,8,6209.73,37.4
1570,492,122,6,1603.04,75.0
1571,957,91,7,2323.0,26.5
1572,426,16,2,1677.8,8.8
1573,732,130,1,467.44,85.1
1574,866,94,3,2180.79,24.4
1575,1400,4,4,1682.25,67.7
1576,1198,93,1,7996.36,73.7
1577,165,23,7,6146.53,50.2
1578,639,79,2,1798.79,96.2
1579,1476,119,8,4134.74,76.4%
1580,764,35,7,6277.59,38.3
1581,1437,60,6,4730.72,1.7
1582,986,62,-4,5664.54,49.6
1583,67,79,7,2101.68,35.5
